Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Labelb
203,64,32,32.0,102,102,67.66666667,3,3,64,64,9852.216749,9852.216749,32,0,1,-1,-1,32,0
122,0,0,0.0,0,0,61.0,3,3,96,0,24590.16393,0.0,0,0,0,31856,-1,32,0
172,0,0,0.0,0,0,172.0,172,172,64,0,11627.90698,0.0,0,0,0,30016,-1,32,0
110148277,7852,517,54.15172414,1460,0,292170.49600000004,2,172,2912,4792,1.316407337,2.11533041,0,0,1,8192,47,20,0
204,76,38,38.0,66,66,68.0,49,49,40,40,9803.921569,9803.921569,38,0,1,-1,-1,20,0
186,74,37,37.0,77,77,62.0,1,4,40,40,10752.68817,10752.68817,37,0,1,-1,-1,20,0
223,94,47,47.0,175,175,74.33333333,3,3,64,64,8968.609865,8968.609865,47,0,1,-1,-1,32,0
88118,140,35,35.0,82,82,12588.28571,3,3,80,104,45.39367666,45.39367666,35,0,1,-1,-1,20,0
86793,0,0,0.0,0,0,86793.0,86793,0,32,32,11.52166649,11.52166649,0,1,1,237,128,32,0
50499,50,50,50.0,102,102,50499.0,50499,0,20,20,19.80237232,19.80237232,50,0,1,-1,-1,20,0
237452,6,6,6.0,6,6,47490.4,1,0,20,100,4.211377457,21.05688729,6,1,5,229,0,20,0
72660489,11607,5840,1658.142857,20,0,4844032.6,1,14,152,192,0.096338465,0.123863741,0,1,1,229,256,20,0
73624233,11613,5755,1659.0,20,0,4908282.2,3,3,152,192,0.095077391,0.12224236,0,1,1,229,256,20,0
11366833,6,6,6.0,6,6,2273366.6,0,0,20,100,0.0879752519999999,0.439876261,6,1,5,229,0,20,0
7476760,12976,8675,2595.2,20,0,623063.3333,1,193,112,184,0.668738865,1.069982185,0,1,1,229,256,20,0
5441798,6,6,6.0,6,6,1088359.6,0,0,20,100,0.183762793,0.918813966,6,1,5,229,0,20,0
9839391,6,6,6.0,6,6,1639898.5,1,0,20,120,0.1016323059999999,0.609793838,6,1,6,229,0,20,0
1830225,6,6,6.0,6,6,366045.0,4,0,20,100,0.546380909,2.731904547,6,1,5,229,0,20,0
8086604,6,6,6.0,6,6,1347767.333,97,0,20,120,0.123661305,0.7419678270000001,6,1,6,229,0,20,0
6050064,6,6,6.0,6,6,1512516.0,361,0,20,80,0.165287508,0.661150031,6,1,4,229,0,20,0
75544599,11613,10135,1935.5,20,0,5036306.6,3,5,132,212,0.079423282,0.132372137,0,1,1,229,256,20,0
7353959,6,6,6.0,6,6,1470791.8,4,0,20,100,0.1359811769999999,0.679905885,6,1,5,229,0,20,0
1805038,6,6,6.0,6,6,361007.6,1,0,20,100,0.5540049570000001,2.770024786,6,1,5,229,0,20,0
9276782,6,6,6.0,6,6,2319195.5,218,0,20,80,0.107796001,0.431184003,6,1,4,229,0,20,0
7463724,6,6,6.0,6,6,1492744.8,0,0,20,100,0.133981374,0.669906872,6,1,5,229,0,20,0
6568578,1375,1375,1375.0,6,0,1094763.0,1,0,20,132,0.1522399519999999,0.913439713,0,1,6,229,0,20,0
118381888,1496,827,93.5,1430,0,3818770.581,1,35,332,332,0.13515581,0.13515581,0,0,1,8192,364,20,0
134,88,44,44.0,60,60,44.66666667,1,3,40,40,14925.373130000002,14925.373130000002,44,0,1,-1,-1,20,0
23932,58,29,29.0,113,113,7977.333333,3,3,40,40,83.57011533,83.57011533,29,0,1,-1,-1,20,0
90,6,6,6.0,6,6,90.0,90,0,20,20,11111.11111,11111.11111,6,1,1,119,16360,20,0
1740367,26,20,8.666666667000001,5840,0,248623.8571,3,137,72,112,1.723774353,2.8729572560000003,0,0,1,8192,229,20,1
4582893,24,6,6.0,0,0,1527631.0,1,1,80,0,0.872811126,0.0,6,0,0,256,-1,20,1
4043690,24,6,6.0,0,0,1347896.667,258,258,80,0,0.989195512,0.0,6,0,0,256,-1,20,1
588731,26,20,8.666666667000001,7215,0,84104.42857,4,4,72,112,5.095705849,8.492843081,0,0,1,8192,229,20,1
8141809,30,6,6.0,0,0,2035452.25,4,4,100,0,0.614114136,0.0,6,0,0,256,-1,20,1
816858,26,20,8.666666667000001,5840,0,102107.25,4,123,72,132,3.672608948,7.345217896,0,0,2,8192,229,20,1
827161,26,20,8.666666667000001,5840,0,103395.125,12,180,72,132,3.626863452,7.253726904,0,0,2,8192,229,20,1
4120888,24,6,6.0,0,0,1373629.333,274,274,80,0,0.970664575,0.0,6,0,0,256,-1,20,1
3992531,24,6,6.0,0,0,1330843.667,220,220,80,0,1.001870743,0.0,6,0,0,256,-1,20,1
202034,26,20,8.666666667000001,7215,0,28862.0,4,47,72,112,14.84898581,24.74830969,0,0,1,8192,229,20,1
5413872,30,6,6.0,0,0,1353468.0,3,3,100,0,0.92355342,0.0,6,0,0,256,-1,20,1
3515105,24,6,6.0,0,0,1171701.667,49,49,80,0,1.137946093,0.0,6,0,0,256,-1,20,1
1514977,26,20,8.666666667000001,10135,0,216425.2857,4,97,72,112,1.980228083,3.300380138,0,0,1,8192,229,20,1
9139779,30,6,6.0,0,0,2284944.75,1,1,100,0,0.547059179,0.0,6,0,0,256,-1,20,1
7754172,24,6,6.0,0,0,2584724.0,370,370,80,0,0.5158513379999999,0.0,6,0,0,256,-1,20,1
60213,26,20,8.666666667000001,2920,0,7526.625,6,6,72,132,49.8231279,99.64625579,0,0,2,8192,229,20,1
1323990,24,6,6.0,0,0,441330.0,999,999,80,0,3.021170855,0.0,6,0,0,256,-1,20,1
1122001,30,6,6.0,0,0,280500.25,0,0,100,0,4.456324014,0.0,6,0,0,256,-1,20,1
1846184,26,20,8.666666667000001,5840,0,230773.0,14,394,72,132,1.624973459,3.249946918,0,0,2,8192,229,20,1
1521396,26,20,8.666666667000001,11595,0,253566.0,5,202,72,92,1.971873201,2.629164268,0,0,1,8192,229,20,1
8009796,30,6,6.0,0,0,2002449.0,3,3,100,0,0.624235623,0.0,6,0,0,256,-1,20,1
6074729,24,6,6.0,0,0,2024909.667,1,1,80,0,0.658465588,0.0,6,0,0,256,-1,20,1
52588,26,20,8.666666667000001,5840,0,7512.571429,3,99,72,112,57.04723511,95.07872518,0,0,1,8192,229,20,1
34838,26,20,8.666666667000001,8760,0,5806.333333,4,4,72,92,86.11286526,114.8171537,0,0,1,8192,229,20,1
2015907,24,6,6.0,0,0,671969.0,285,285,80,0,1.984218518,0.0,6,0,0,256,-1,20,1
448477,26,20,8.666666667000001,4380,0,64068.14286,49,132,72,112,6.689306252000001,11.14884375,0,0,1,8192,229,20,1
1432125,26,20,8.666666667000001,4380,0,179015.625,18,606,72,132,2.094789212,4.189578424,0,0,2,8192,229,20,1
9264896,30,6,6.0,0,0,2316224.0,3,3,100,0,0.539671465,0.0,6,0,0,256,-1,20,1
2136958,24,6,6.0,0,0,712319.3333,314,314,80,0,1.871819661,0.0,6,0,0,256,-1,20,1
21410434,30,6,6.0,0,0,5352608.5,17,17,100,0,0.233530997,0.0,6,0,0,256,-1,20,1
11420685,24,6,6.0,0,0,3806895.0,987,987,80,0,0.3502416889999999,0.0,6,0,0,256,-1,20,1
2086839,24,6,6.0,0,0,695613.0,333,333,80,0,1.916774605,0.0,6,0,0,256,-1,20,1
6709770,50,20,7.142857143,4380,0,559147.5,1,1,152,132,1.043254836,0.894218431,0,0,0,256,229,20,1
9120123,30,6,6.0,0,0,2280030.75,215,215,100,0,0.54823822,0.0,6,0,0,256,-1,20,1
8721810,30,6,6.0,0,0,2180452.5,1,1,100,0,0.573275501,0.0,6,0,0,256,-1,20,1
8403772,30,6,6.0,0,0,2100943.0,4,4,100,0,0.594970925,0.0,6,0,0,256,-1,20,1
2698955,24,6,6.0,0,0,899651.6667,1,1,80,0,1.482055092,0.0,6,0,0,256,-1,20,1
11049704,30,6,6.0,0,0,2762426.0,1,1,100,0,0.452500809,0.0,6,0,0,256,-1,20,1
10031698,30,6,6.0,0,0,2507924.5,4,4,100,0,0.498420108,0.0,6,0,0,256,-1,20,1
9249748,24,6,6.0,0,0,3083249.333,1,1,80,0,0.432444214,0.0,6,0,0,256,-1,20,1
8891343,30,6,6.0,0,0,2222835.75,263,263,100,0,0.562344744,0.0,6,0,0,256,-1,20,1
7052826,36,6,6.0,0,0,1410565.2,1,1,120,0,0.8507228170000001,0.0,6,0,0,256,-1,20,1
7052694,30,6,6.0,0,0,1763173.5,1,1,100,0,0.708948949,0.0,6,0,0,256,-1,20,1
6014842,30,6,6.0,0,0,1503710.5,0,0,100,0,0.8312770309999999,0.0,6,0,0,256,-1,20,1
11415898,24,6,6.0,0,0,3805299.333,1,1,80,0,0.350388555,0.0,6,0,0,256,-1,20,1
8045858,30,6,6.0,0,0,2011464.5,1,1,100,0,0.621437763,0.0,6,0,0,256,-1,20,1
5442873,30,6,6.0,0,0,1360718.25,1,1,100,0,0.918632494,0.0,6,0,0,256,-1,20,1
3394273,30,6,6.0,0,0,848568.25,124,124,100,0,1.473069491,0.0,6,0,0,256,-1,20,1
74961067,56,20,7.0,4380,0,5766235.923,1,1,172,132,0.1067220669999999,0.08004155,0,0,0,256,229,20,1
1449695,26,20,8.666666667000001,5840,0,207099.2857,4,49,72,112,2.069400805,3.449001342,0,0,1,8192,229,20,1
75746662,56,20,7.0,2920,0,5826666.307999997,1,1,172,132,0.105615215,0.079211411,0,0,0,256,229,20,1
75792594,56,20,7.0,5840,0,6316049.5,2,2,172,112,0.10555121,0.065969506,0,0,0,256,229,20,1
1313900,26,20,8.666666667000001,5840,0,187700.0,3,48,72,112,2.283278788,3.805464647,0,0,1,8192,229,20,1
658773,26,20,8.666666667000001,7300,0,94110.42857,3,3,72,112,4.553920698,7.58986783,0,0,1,8192,229,20,1
74983740,56,20,7.0,8760,0,6816703.636,1,1,172,92,0.1066897969999999,0.053344899,0,0,0,256,229,20,1
230211,26,20,8.666666667000001,5840,0,28776.375,45,203,72,132,13.03152325,26.06304651,0,0,2,8192,229,20,1
78231214,56,20,7.0,7215,0,7111928.545,74,74,172,92,0.1022609719999999,0.0511304859999999,0,0,0,256,229,20,1
1469966,26,20,8.666666667000001,11595,0,244994.3333,5,49,72,92,2.04086353,2.721151374,0,0,1,8192,229,20,1
146812,26,20,8.666666667000001,7215,0,20973.14286,1,1,72,112,20.43429692,34.05716154,0,0,1,8192,229,20,1
990673,26,20,8.666666667000001,4380,0,123834.125,19,354,72,132,3.028244436,6.056488872,0,0,2,8192,229,20,1
1002125,20,20,10.0,4380,0,125265.625,15,28986,52,152,1.995759012,6.985156542,0,0,3,8192,229,20,1
267502,26,20,8.666666667000001,5755,0,33437.75,3,85,72,132,11.21486942,22.42973884,0,0,2,8192,229,20,1
398642,26,20,8.666666667000001,4380,0,49830.25,14,893,72,132,7.52554924,15.05109848,0,0,2,8192,229,20,1
406549,26,20,8.666666667000001,5840,0,50818.625,3,19,72,132,7.379184305,14.75836861,0,0,2,8192,229,20,1
221669,26,20,8.666666667000001,8760,0,36944.83333,21,1005,72,92,13.53369213,18.04492284,0,0,1,8192,229,20,1
77021463,56,20,7.0,7215,0,6418455.25,1,1,172,112,0.1038671519999999,0.06491697,0,0,0,256,229,20,1
421493,20,20,10.0,5840,0,70248.83333,50,19046,52,112,4.745037284,11.86259321,0,0,2,8192,229,20,1
77925877,56,20,7.0,4380,0,5994298.2310000025,1,1,172,132,0.102661661,0.0769962459999999,0,0,0,256,229,20,1
78640176,56,20,7.0,7215,0,6553348.0,3,25,172,112,0.1017291719999999,0.063580733,0,0,0,256,229,20,1
219260,26,20,8.666666667000001,4380,0,27407.5,1,1,72,132,13.68238621,27.36477242,0,0,2,8192,229,20,1
78742920,56,20,7.0,11595,0,7158447.272999999,4,4,172,92,0.101596436,0.050798218,0,0,0,256,229,20,1
144221,26,20,8.666666667000001,5840,0,18027.625,15,474,72,132,20.80140895,41.6028179,0,0,2,8192,229,20,1
1396862,26,20,8.666666667000001,5840,0,199551.7143,49,139,72,112,2.1476709940000003,3.579451657,0,0,1,8192,229,20,1
78493769,56,20,7.0,11595,0,7135797.182,6,208,172,92,0.101918918,0.050959459,0,0,0,256,229,20,1
48,12,6,6.0,0,0,48.0,48,48,40,0,41666.66667,0.0,6,0,0,0,-1,20,0
67348,80,40,40.0,168,168,22449.33333,3,3,64,64,29.69650175,29.69650175,40,0,1,-1,-1,32,0
268,80,40,40.0,188,188,89.33333333,1,1,40,40,7462.686567,7462.686567,40,0,1,-1,-1,20,0
60964,62,31,31.0,111,111,20321.33333,1,1,64,64,32.80624631,32.80624631,31,0,1,-1,-1,32,0
5109366,349,199,49.85714286,1955,0,364954.7143,1,209,160,168,1.370032994,1.565751993,0,0,1,29200,11,20,0
21013,12,6,6.0,0,0,21013.0,21013,21013,40,0,95.1791748,0.0,6,0,0,420,-1,20,0
798120,43,31,14.33333333,0,0,266040.0,4,4,60,32,3.758833258,1.252944419,0,0,0,256,62,20,0
326157,76,38,38.0,68,68,108719.0,3,48,64,64,6.1320161760000005,6.1320161760000005,38,0,1,-1,-1,32,0
25945,66,66,66.0,98,98,25945.0,25945,0,20,32,38.54307188,38.54307188,66,0,1,-1,-1,20,0
66356,54,54,54.0,121,121,66356.0,66356,0,20,32,15.07022726,15.07022726,54,0,1,-1,-1,20,0
9269402,6,6,6.0,6,6,2317350.5,1,0,20,80,0.107881825,0.4315272979999999,6,1,4,229,0,20,0
75747640,11607,5840,1658.142857,20,0,5049842.666999999,1,47,152,192,0.09241212,0.118815583,0,1,1,229,256,20,0
10957061,6,6,6.0,6,6,2191412.2,4,0,20,100,0.091265349,0.456326747,6,1,5,229,0,20,0
5732208,6,6,6.0,6,6,955368.0,1,0,20,120,0.174452846,1.046717077,6,1,6,229,0,20,0
5732256,6,6,6.0,6,6,955376.0,3,0,20,120,0.174451385,1.046708312,6,1,6,229,0,20,0
1725063,6,6,6.0,6,6,345012.6,1,0,20,100,0.579688974,2.8984448680000003,6,1,5,229,0,20,0
76893584,11607,4380,1934.5,20,0,5126238.933,1,194,132,212,0.078029917,0.130049862,0,1,1,229,256,20,0
4593296,6,6,6.0,6,6,765549.3333,3,0,20,120,0.217708591,1.306251546,6,1,6,229,0,20,0
78364173,11613,5840,1659.0,20,0,5224278.2,1,3,152,192,0.089326534,0.114848401,0,1,1,229,256,20,0
5434089,6,6,6.0,6,6,1086817.8,1,0,20,100,0.184023486,0.920117429,6,1,5,229,0,20,0
322671,12,6,4.0,0,0,161335.5,3,3,72,0,9.297395799,0.0,0,0,0,62,-1,20,0
170454,26,20,8.666666667000001,8760,0,28409.0,41,565,72,92,17.60005632,23.46674176,0,0,1,8192,229,20,1
1203890,26,20,8.666666667000001,5840,0,150486.25,4,92,72,132,2.491922019,4.983844039,0,0,2,8192,229,20,1
539586,26,20,8.666666667000001,7215,0,89931.0,64,146,72,92,5.559818083,7.413090777000001,0,0,1,8192,229,20,1
1205732,26,20,8.666666667000001,7215,0,200955.3333,62,287,72,92,2.488115104,3.317486805,0,0,1,8192,229,20,1
913595,26,20,8.666666667000001,11595,0,152265.8333,6,109,72,92,3.283730756,4.378307675,0,0,1,8192,229,20,1
1251034,26,20,8.666666667000001,5840,0,156379.25,31,103,72,132,2.398016361,4.796032722,0,0,2,8192,229,20,1
1882668,20,20,10.0,10135,0,313778.0,4,762,52,112,1.062322194,2.655805485,0,0,2,8192,229,20,1
2095976,30,6,6.0,0,0,523994.0,1,1,100,0,2.385523498,0.0,6,0,0,256,-1,20,1
10855728,24,6,6.0,0,0,3618576.0,0,0,80,0,0.36846907,0.0,6,0,0,256,-1,20,1
14662,26,20,8.666666667000001,11595,0,2932.4,6,6,72,72,204.6105579,204.6105579,0,0,1,8192,229,20,1
58400,26,20,8.666666667000001,11595,0,9733.333333,15,87,72,92,51.36986301,68.49315068,0,0,1,8192,229,20,1
1842705,26,20,8.666666667000001,5840,0,230338.125,2,178,72,132,1.628041385,3.25608277,0,0,2,8192,229,20,1
1865871,26,20,8.666666667000001,4380,0,233233.875,16,164,72,132,1.607828194,3.215656388,0,0,2,8192,229,20,1
1060423,26,20,8.666666667000001,5840,0,132552.875,14,278,72,132,2.829059724,5.658119449,0,0,2,8192,229,20,1
76025,26,20,8.666666667000001,8760,0,12670.83333,25,405,72,92,39.46070372,52.61427162,0,0,1,8192,229,20,1
1829724,26,20,8.666666667000001,4380,0,228715.5,14,104,72,132,1.639591545,3.27918309,0,0,2,8192,229,20,1
48389,20,20,10.0,5840,0,8064.833333,49,44508,52,112,41.33170762,103.329269,0,0,2,8192,229,20,1
260206,20,20,10.0,7215,0,43367.66667,4,811,52,112,7.686217843,19.21554461,0,0,2,8192,229,20,1
376148,26,20,8.666666667000001,5840,0,53735.42857,20,20,72,112,7.975584079,13.29264013,0,0,1,8192,229,20,1
9622740,24,6,6.0,0,0,3207580.0,1,1,80,0,0.41568202,0.0,6,0,0,256,-1,20,1
718974,30,6,6.0,0,0,179743.5,4,4,100,0,6.954354399,0.0,6,0,0,256,-1,20,1
656250,24,6,6.0,0,0,218750.0,4,4,80,0,6.095238095,0.0,6,0,0,256,-1,20,1
11855996,24,6,6.0,0,0,3951998.667,3,3,80,0,0.33738203,0.0,6,0,0,256,-1,20,1
10551786,30,6,6.0,0,0,2637946.5,162,162,100,0,0.473853431,0.0,6,0,0,256,-1,20,1
6647864,30,6,6.0,0,0,1661966.0,3,3,100,0,0.7521212829999999,0.0,6,0,0,256,-1,20,1
10224771,30,6,6.0,0,0,2556192.75,1,1,100,0,0.489008507,0.0,6,0,0,256,-1,20,1
6115784,30,6,6.0,0,0,1528946.0,3,3,100,0,0.81755667,0.0,6,0,0,256,-1,20,1
78449205,56,20,7.0,8760,0,6537433.75,1,1,172,112,0.101976814,0.063735509,0,0,0,256,229,20,1
1706618,26,20,8.666666667000001,4380,0,213327.25,3,105,72,132,1.757862627,3.5157252530000003,0,0,2,8192,229,20,1
29510,26,20,8.666666667000001,7300,0,4918.333333,65,175,72,92,101.6604541,135.5472721,0,0,1,8192,229,20,1
77049954,56,20,7.0,4380,0,5926919.538,4,4,172,132,0.103828745,0.077871558,0,0,0,256,229,20,1
561370,26,20,8.666666667000001,11595,0,93561.66667,4,79,72,92,5.344068974,7.125425299,0,0,1,8192,229,20,1
556872,26,20,8.666666667000001,5840,0,69609.0,13,747,72,132,5.387234409,10.77446882,0,0,2,8192,229,20,1
78338645,62,20,6.888888889,5840,0,5595617.5,1,1,192,132,0.114885827,0.0765905509999999,0,0,0,256,229,20,1
78327719,56,20,7.0,5840,0,6527309.917,3,3,172,112,0.10213498,0.063834362,0,0,0,256,229,20,1
1157275,26,20,8.666666667000001,7300,0,165325.0,58,887,72,112,2.592296559,4.320494265,0,0,1,8192,229,20,1
1160674,26,20,8.666666667000001,5840,0,145084.25,14,49,72,132,2.5847050940000003,5.1694101880000005,0,0,2,8192,229,20,1
78315818,56,20,7.0,4380,0,6024293.692000003,2,2,172,132,0.1021505,0.076612875,0,0,0,256,229,20,1
700992,26,20,8.666666667000001,5840,0,87624.0,4,4,72,132,4.279649411,8.559298822,0,0,2,8192,229,20,1
22088,26,20,8.666666667000001,5840,0,3155.428571,1,1,72,112,135.8203549,226.3672582,0,0,1,8192,229,20,1
25467,26,20,8.666666667000001,5840,0,3183.375,43,187,72,132,117.7995052,235.5990105,0,0,2,8192,229,20,1
1758918,26,20,8.666666667000001,4380,0,219864.75,28,99,72,132,1.705594007,3.411188014,0,0,2,8192,229,20,1
29524,26,20,8.666666667000001,5840,0,3690.5,77,1005,72,132,101.6122477,203.22449530000003,0,0,2,8192,229,20,1
78386259,56,20,7.0,10135,0,7126023.545,1,1,172,92,0.102058704,0.051029352,0,0,0,256,229,20,1
34493,26,20,8.666666667000001,10135,0,4927.571429,3,3,72,112,86.97416867,144.95694780000005,0,0,1,8192,229,20,1
80242202,56,20,7.0,4380,0,5731585.857000003,13,199,172,152,0.099698161,0.087235891,0,0,0,256,229,20,1
31073,26,20,8.666666667000001,5840,0,4439.0,61,231,72,112,96.54684131,160.9114022,0,0,1,8192,229,20,1
1017714,26,20,8.666666667000001,7300,0,145387.7143,18,336,72,112,2.947782972,4.9129716210000005,0,0,1,8192,229,20,1
1017555,26,20,8.666666667000001,8760,0,169592.5,36,342,72,92,2.948243584,3.930991445,0,0,1,8192,229,20,1
79463740,56,20,7.0,7215,0,6621978.333,1,1,172,112,0.100674849,0.06292178,0,0,0,256,229,20,1
78487912,56,20,7.0,7215,0,6540659.333,3,3,172,112,0.101926523,0.063704077,0,0,0,256,229,20,1
79096570,56,20,7.0,5840,0,6084351.538,1,1,172,132,0.101142186,0.07585664,0,0,0,256,229,20,1
80108798,56,20,7.0,7215,0,6675733.167,1,1,172,112,0.099864187,0.062415117,0,0,0,256,229,20,1
1230692,26,20,8.666666667000001,8675,0,175813.1429,7,48,72,112,2.437652963,4.062754938,0,0,1,8192,229,20,1
55683,26,20,8.666666667000001,5840,0,6960.375,2,3,72,132,53.87640752,107.75281499999998,0,0,2,8192,229,20,1
80351174,56,20,7.0,10135,0,6695931.167,1,1,172,112,0.099562951,0.062226844,0,0,0,256,229,20,1
80315832,56,20,7.0,11595,0,7301439.272999999,0,0,172,92,0.0996067619999999,0.0498033809999999,0,0,0,256,229,20,1
16044146,2473,628,247.3,209,0,891341.4444,57,100,220,192,0.623280292,0.560952263,0,0,0,29200,154,20,0
16008252,1788,586,198.6666667,246,0,1000515.75,45,2585,200,172,0.56221004,0.499742258,0,0,0,29200,142,20,0
250,64,32,32.0,129,129,83.33333333,1,1,64,64,8000.0,8000.0,32,0,1,-1,-1,32,0
219,64,32,32.0,102,102,73.0,2,2,64,64,9132.420091,9132.420091,32,0,1,-1,-1,32,0
243,64,32,32.0,129,129,81.0,1,1,40,40,8230.452675,8230.452675,32,0,1,-1,-1,20,0
239,64,32,32.0,129,129,79.66666667,1,1,40,40,8368.200837,8368.200837,32,0,1,-1,-1,20,0
348,64,32,32.0,129,129,116.0,1,1,40,40,5747.126437,5747.126437,32,0,1,-1,-1,20,0
288,66,33,33.0,49,49,96.0,1,4,40,40,6944.444444,6944.444444,33,0,1,-1,-1,20,0
419591,650,650,216.6666667,421,0,69931.83333,3,230,104,136,7.149819705,9.533092941,0,0,1,29200,5030,32,0
50988,86,43,43.0,71,71,16996.0,3,3,40,64,39.22491567,39.22491567,43,0,1,-1,-1,20,0
51161,72,36,36.0,73,73,17053.66667,3,3,40,40,39.09227732,39.09227732,36,0,1,-1,-1,20,0
61801,204,51,51.0,79,79,8828.714286,1,1,80,80,64.72387178,64.72387178,51,0,1,-1,-1,20,0
5653533,796,485,132.6666667,373,0,565353.3,136,65893,132,112,1.061283272,0.884402727,0,0,0,8192,5164,20,0
8927767,6,6,6.0,6,6,1487961.167,1,0,20,120,0.1120100919999999,0.67206055,6,1,6,229,0,20,0
77208814,11613,10220,1935.5,20,0,5147254.267,2,2,132,212,0.077711335,0.129518891,0,1,1,229,256,20,0
9863358,6,6,6.0,6,6,1972671.6,4,0,20,100,0.10138535,0.5069267479999999,6,1,5,229,0,20,0
78316469,11613,5840,1659.0,20,0,5221097.933,3,48,152,192,0.089380945,0.114918358,0,1,1,229,256,20,0
6849683,1375,1375,1375.0,6,0,1369936.6,988,0,20,112,0.145992158,0.729960788,0,1,5,229,0,20,0
4842774,1375,1375,1375.0,6,0,807129.0,1,0,20,132,0.206493221,1.238959324,0,1,6,229,0,20,0
2845647,1375,1375,1375.0,6,0,569129.4,4,0,20,112,0.351413932,1.757069658,0,1,5,229,0,20,0
993380,0,0,0.0,6,6,198676.0,440,492262,92,60,3.019992349,3.019992349,0,0,1,8192,0,28,0
4,65,53,21.66666667,0,0,2.0,0,0,60,0,750000.0,0.0,6,0,0,1025,-1,20,0
1796979,26,20,8.666666667000001,8675,0,256711.2857,4,160,72,112,1.669468591,2.782447652,0,0,1,8192,229,20,1
44708,26,20,8.666666667000001,4380,0,5588.5,1,1,72,132,67.10208464,134.2041693,0,0,2,8192,229,20,1
1804524,26,20,8.666666667000001,4380,0,225565.5,54,447,72,132,1.662488279,3.324976559,0,0,2,8192,229,20,1
2237985,24,6,6.0,0,0,745995.0,1002,1002,80,0,1.787322078,0.0,6,0,0,256,-1,20,1
89577,26,20,8.666666667000001,7300,0,12796.71429,3,167,72,112,33.49073981,55.81789968,0,0,1,8192,229,20,1
77180,26,20,8.666666667000001,7300,0,11025.71429,4,4,72,112,38.87017362,64.78362270000001,0,0,1,8192,229,20,1
146426,26,20,8.666666667000001,11595,0,24404.33333,5,50,72,92,20.48816467,27.31755289,0,0,1,8192,229,20,1
61253,26,20,8.666666667000001,8760,0,10208.83333,56,111,72,92,48.97719295,65.30292394,0,0,1,8192,229,20,1
6111211,30,6,6.0,0,0,1527802.75,3,3,100,0,0.818168445,0.0,6,0,0,256,-1,20,1
1867483,26,20,8.666666667000001,4380,0,207498.1111,16,93,72,152,1.606440326,3.748360762,0,0,2,8192,229,20,1
46150,26,20,8.666666667000001,4380,0,5768.75,15,19,72,132,65.00541712,130.0108342,0,0,2,8192,229,20,1
3987896,24,6,6.0,0,0,1329298.667,987,987,80,0,1.003035184,0.0,6,0,0,256,-1,20,1
119930,26,20,8.666666667000001,7215,0,17132.85714,4,4,72,112,25.01459185,41.69098641,0,0,1,8192,229,20,1
10158727,24,6,6.0,0,0,3386242.333,260,260,80,0,0.393750122,0.0,6,0,0,256,-1,20,1
10129737,24,6,6.0,0,0,3376579.0,3,3,80,0,0.394876984,0.0,6,0,0,256,-1,20,1
40087,26,20,8.666666667000001,11595,0,6681.166667,74,137,72,92,74.83722903,99.78297204,0,0,1,8192,229,20,1
23572,26,20,8.666666667000001,4380,0,2946.5,7,7,72,132,127.2696419,254.5392839,0,0,2,8192,229,20,1
77599,26,20,8.666666667000001,10220,0,11085.57143,38,50,72,112,38.66029201,64.43382002,0,0,1,8192,229,20,1
10016758,24,6,6.0,0,0,3338919.333,155,155,80,0,0.399330801,0.0,6,0,0,256,-1,20,1
84687,26,20,8.666666667000001,5840,0,10585.875,2,55,72,132,35.42456339,70.84912678,0,0,2,8192,229,20,1
5965839,30,6,6.0,0,0,1491459.75,3,3,100,0,0.838105085,0.0,6,0,0,256,-1,20,1
4029881,30,6,6.0,0,0,1007470.25,963,963,100,0,1.240731426,0.0,6,0,0,256,-1,20,1
4022900,24,6,6.0,0,0,1340966.667,3,3,80,0,0.994307589,0.0,6,0,0,256,-1,20,1
18059,24,6,6.0,0,0,6019.666667,2,2,80,0,221.4962069,0.0,6,0,0,256,-1,20,1
36723,26,20,8.666666667000001,4380,0,4590.375,6,6,72,132,81.69267217,163.3853443,0,0,2,8192,229,20,1
10159683,30,6,6.0,0,0,2539920.75,350,350,100,0,0.492141339,0.0,6,0,0,256,-1,20,1
117154,26,20,8.666666667000001,5840,0,16736.28571,7,7,72,112,25.60732028,42.67886713,0,0,1,8192,229,20,1
9218788,24,6,6.0,0,0,3072929.333,4,4,80,0,0.433896517,0.0,6,0,0,256,-1,20,1
7963802,24,6,6.0,0,0,2654600.667,4,4,80,0,0.502272658,0.0,6,0,0,256,-1,20,1
8105851,24,6,6.0,0,0,2701950.333,1,1,80,0,0.493470704,0.0,6,0,0,256,-1,20,1
1893948,24,6,6.0,0,0,631316.0,3,3,80,0,2.111990403,0.0,6,0,0,256,-1,20,1
49874,30,6,6.0,0,0,12468.5,464,464,100,0,100.2526366,0.0,6,0,0,256,-1,20,1
11965696,24,6,6.0,0,0,3988565.333,4,4,80,0,0.3342889539999999,0.0,6,0,0,256,-1,20,1
